txn_id,date,account_id,counterparty,description,amount,currency
TXN-H4-0001,2025-06-23,ACC-7504,Ironwood Landscaping Inc Service Centre (Pavlodar block),"Use tax payment — Kostanay centre, August",-10882723.30,USD
TXN-S3-0011,2025-06-23,ACC-7003,Cedarville Supply Corp,Auto fleet insurance — January 2024,-365794.89,USD
TXN-X3-0025,2025-06-23,ACC-7832,Hartley Utility Trust Partners (Shymkent depot),"Insurance claim reimbursement — Shymkent depot, instalment 3",1632127.15,USD
TXN-X3-0090,2025-06-23,ACC-7832,Ashford Facilities Inc (Ekibastuz block B),Storage unit rent — instalment 1 2024,-3644179.73,USD
TXN-9055-0012,2025-06-24,ACC-9055,Sentinel Insurance Group JSC (Uralsk annex),Tax audit assessment payment — Aktobe hub 2025,-16246812.13,USD
TXN-B3-0049,2025-06-24,ACC-7203,Hartley Consulting LLC (Pavlodar block),Group medical insurance premium — March,-552650.16,USD
TXN-J3-0042,2025-06-24,ACC-7603,Sairam Strategy Advisers LLP,Strategy consulting engagement 2025,-202521.95,USD
TXN-J6-0060,2025-06-24,ACC-7606,Zhaik Transport Operator JSC,Pipeline tariff sales settlement Q2,3108935.22,USD
TXN-X1-0034,2025-06-24,ACC-7830,Aral Agro Trading LLP,Elevator throughput sales settlement Q2,4857206.33,USD
TXN-X2-0005,2025-06-24,ACC-7831,Dunmore Consulting Corp LLP (Kostanay centre),"Bi-weekly payroll run — Kostanay centre, February",-4881195.28,USD
TXN-X3-0001,2025-06-24,ACC-7832,Bridgeport Building Services Inc,Default interest charge — Q2,-572506.56,USD
TXN-9625-0029,2025-06-25,ACC-9625,Eastgate Insurance Corp (Kostanay centre),"Rent for regional office — Shymkent depot, instalment 1",-4959644.13,USD
TXN-9819-0016,2025-06-25,ACC-9819,Bridgeport Stationery Co,Municipal tax levy — March,-3846439.87,USD
TXN-B3-0006,2025-06-25,ACC-7203,Hartley Landscaping Ltd Holding (Kostanay centre),Auto fleet insurance — Oskemen unit 2025,-676315.48,USD
TXN-F1-0039,2025-06-25,ACC-7301,Oakmont Property Management (Karaganda yard),Water charge adjustment credit — Ekibastuz block B 2024,14329647.92,USD
TXN-KC-REV-51,2025-06-25,TELE-4471,Ironwood Uniforms Corp,"Unused ad campaign budget returned — Turkistan point, July",12961523.63,USD
TXN-S1-0032,2025-06-25,ACC-7001,Cedarville Supply Corp Group,Withholding tax reclaim received — H1,3140252.39,USD
TXN-9224-0002,2025-06-26,ACC-9224,Dunmore Printing Partners (Ekibastuz block B),Customer newsletter marketing production — Pavlodar block,-240929.56,USD
TXN-9427-0040,2025-06-26,ACC-9427,Cedarville Cleaning Group Group,Water and sewer charge — Pavlodar block 2024,-354070.52,USD
TXN-G2-0021,2025-06-26,ACC-7402,Dunmore Realty Company,"Hourly staff payroll — Kostanay centre, December",-10371698.07,USD
TXN-G2-0030,2025-06-26,ACC-7402,Semey Plant Services LLP,Plant operating and maintenance costs 2025,-3482116.73,USD
TXN-H3-0052,2025-06-26,ACC-7503,Dunmore Landscaping Group (Kostanay centre),Water and sewer charge — March 2024,-640077.48,USD
TXN-J3-0009,2025-06-26,ACC-7603,Ashford Power LP (Turkistan point),Tax overpayment refunded 2024,21410993.23,USD
TXN-J5-0008,2025-06-26,ACC-7605,Juniper Stationery Holdings Works (Turkistan point),Withholding tax remittance — period 03,-3963079.55,USD
TXN-KC-OPX-03,2025-06-26,TELE-4471,Bridgeport Landscaping Services Trading House,Payroll for drivers — Almaty office,-3822658.38,USD
TXN-9281-0027,2025-06-27,ACC-9281,Cedarville Water Works Corp Holding,"Bi-weekly payroll run — Taraz site, Q3",-2212680.93,USD
TXN-9862-0045,2025-06-27,ACC-9862,Bridgeport Insurance Partners (Ekibastuz block B),Sponsorship marketing of regional sports club — Ekibastuz block B 2026,-2224522.36,USD
TXN-G3-0023,2025-06-27,ACC-7403,Taraz Holding Advisers LLP,Management advisory retainer,-261905.44,USD
TXN-H4-0026,2025-06-27,ACC-7504,Taldykorgan Plant Services LLP,Plant servicing and operating costs,-4102336.19,USD
TXN-J6-0010,2025-06-27,ACC-7606,Ironwood Water Works Associates,Severance payroll batch — Zhezkazgan compound 2024,-475338.58,USD
TXN-S2-0012,2025-06-27,ACC-7002,Ironwood Logistics Trust (Shymkent depot),Tax overpayment refunded — Q3,1087475.39,USD
TXN-X1-0029,2025-06-27,ACC-7830,Ashford Property Co Supply,"Payroll advance recovered from staff — Astana branch, period 01",35028059.14,USD
TXN-X3-0058,2025-06-27,ACC-7832,Turbine Overhaul Systems LLP,Purchase of turbine overhaul equipment,-4218447.36,USD
TXN-9233-0001,2025-06-28,ACC-9233,Bridgeport Property Ltd Trading House (Zhezkazgan compound),Insurance broker rebate — November 2025,12692227.03,USD
TXN-J5-0048,2025-06-28,ACC-7605,Cedarville Tax Advisory Partners Enterprise (Karaganda yard),"Lease incentive received — Astana branch, instalment 3 2025",3481319.66,USD
TXN-S3-0039,2025-06-28,ACC-7003,Cedarville Uniforms Solutions Holding (Kostanay centre),Interest income on term deposit — Q1 2024,2725215.63,USD
TXN-9415-0025,2025-06-29,ACC-9415,Ironwood Cleaning LLC LLP,Payroll advance recovered from staff — Almaty office 2026,14866555.92,USD
TXN-9505-0038,2025-06-29,ACC-9505,Ironwood Janitorial Co,Point-of-sale marketing materials — Almaty office 2026,-982419.64,USD
TXN-G1-0053,2025-06-29,ACC-7401,Kingsley Facilities LP (Turkistan point),Lease deposit released — April,1457366.41,USD
TXN-H1-0054,2025-06-29,ACC-7501,Hartley Utility Trust (Taraz site),Corporate income tax instalment — Taraz site,-6780810.43,USD
TXN-J1-0099,2025-06-29,ACC-7601,Ashford Power LP (Taraz site),Standby generator electricity — instalment 3,-125590.17,USD
TXN-KC-CAP-50,2025-06-29,TELE-4471,Foxridge Water Works Inc Trading House,Interest on export credit line — instalment 3,-7074248.11,USD
TXN-S2-0029,2025-06-29,ACC-7002,Ashford Landscaping Holdings,Contractor payroll batch — Ekibastuz block B,-513512.41,USD
TXN-9084-0004,2025-06-30,ACC-9084,Pioneer Payroll Bureau (Kyzylorda station),Unused ad campaign budget returned — instalment 2,405673.96,USD
TXN-F1-0062,2025-06-30,ACC-7301,Pavlodar Plant Services LLP,Plant operating costs and maintenance,-4901377.85,USD
TXN-G2-0025,2025-06-30,ACC-7402,Foxridge Office Supplies Holdings (Kostanay centre),"Utility deposit returned — Almaty office, October",1540211.25,USD
TXN-H1-0011,2025-06-30,ACC-7501,Astana Network Maintenance LLP,Pipeline network servicing and operating costs,-5204617.29,USD
TXN-J2-0008,2025-06-30,ACC-7602,Pavlodar Terminal Services LLP,Terminal servicing and plant maintenance 2025,-7494411.91,USD
TXN-J2-0016,2025-06-30,ACC-7602,Sterling Office Solutions (Pavlodar block),Container yard lease — Aktobe hub 2025,-358791.67,USD
TXN-KC-OPX-47,2025-06-30,TELE-4471,Foxridge Consulting Ltd,Electricity for site lighting — November 2026,-420229.97,USD
TXN-S3-0059,2025-06-30,ACC-7003,Qostanay Rail Operations LLP,Rail siding maintenance and handling charges,-3440589.42,USD
TXN-X3-0081,2025-06-30,ACC-7832,Cedarville Catering Solutions (Taraz site),"Lease deposit released — Oskemen unit, January",1139235.60,USD
TXN-9299-0024,2025-07-01,ACC-9299,Cedarville Facilities (Pavlodar block),Interest recovery on overpayment — Ekibastuz block B 2024,3358137.01,USD
TXN-9394-0016,2025-07-01,ACC-9394,Eastgate Utility LLC Enterprise (Pavlodar block),Payroll advance recovered from staff — Uralsk annex 2026,21151948.17,USD
TXN-9768-0032,2025-07-01,ACC-9768,Kingsley Insurance Associates,Electricity for site lighting — H1,-416070.39,USD
TXN-9781-0003,2025-07-01,ACC-9781,Foxridge Supply Inc LLP (Taraz site),"Interest income on treasury bills — Kostanay centre, instalment 3",1306944.58,USD
TXN-9812-0015,2025-07-01,ACC-9812,Bridgeport Water Works LP,Interest on trade facility — Kyzylorda station 2025,-364060.68,USD
TXN-G1-0049,2025-07-01,ACC-7401,Glenwood Cleaning Ltd Group (Turkistan point),"Water and sewer charge — Semey base, December",-12921946.16,USD
TXN-H2-0039,2025-07-01,ACC-7502,Stalwart Mutual Insurance (Almaty office),Interest income on term deposit — September 2026,1886660.70,USD
TXN-H3-0007,2025-07-01,ACC-7503,Cedarville Office Supplies Associates (Semey base),"Water supply charge — Kyzylorda station, period 02",-6737844.87,USD
TXN-J6-0014,2025-07-01,ACC-7606,Glenwood Office Supplies Services (Uralsk annex),"Seasonal payroll run — Taraz site, instalment 2 2025",-5203708.14,USD
TXN-KC-CON-15,2025-07-01,TELE-4471,Taraz Digital Ventures L.L.P.,Intercompany advisory retainer — H1 2025,-18475130.37,USD
TXN-B3-0043,2025-07-02,ACC-7203,Cedarville Facilities JSC,Water and sewer charge — Karaganda yard,-762406.65,USD
TXN-F2-0009,2025-07-02,ACC-7302,Alatau Holdings L.L.P.,Intercompany advisory settlement,-295835.06,USD
TXN-H5-0024,2025-07-02,ACC-7505,Semey Capital Partners LLP,Management advisory retainer,-258905.33,USD
TXN-J1-0019,2025-07-02,ACC-7601,Juniper Tax Advisory LLC,"Utility metering charge — Turkistan point, H1",-918517.97,USD
TXN-S1-0015,2025-07-02,ACC-7001,Aral Construction Bureau LLP,Depot roof refurbishment works,-295643.24,USD
TXN-9707-0011,2025-07-03,ACC-9707,Glenwood Cleaning Ltd Company (Atyrau terminal),Payroll bonus disbursement — Shymkent depot,-1428759.77,USD
TXN-9857-0003,2025-07-03,ACC-9857,Hartley Consulting LLC LLP (Astana branch),Tax overpayment refunded 2025,1936716.41,USD
TXN-9862-0012,2025-07-03,ACC-9862,Foxridge Logistics LLC (Zhezkazgan compound),"Interest on bilateral facility — Kyzylorda station, August",-4409275.56,USD
TXN-9943-0021,2025-07-03,ACC-9943,Globex Telecom Company,Insurance claim reimbursement — Astana branch 2024,32474194.59,USD
TXN-B5-0047,2025-07-03,ACC-7205,Glenwood Supply LLC Service Centre,Payroll for administrative staff — Q4,-33368188.98,USD
TXN-H1-0051,2025-07-03,ACC-7501,Juniper Water Works Trust (Pavlodar block),Rent overpayment refunded — February,22710557.83,USD
TXN-H4-0040,2025-07-03,ACC-7504,Kingsley Tax Advisory,Unearned insurance premium return — Astana branch,4299686.68,EUR
TXN-J6-0018,2025-07-03,ACC-7606,Atyrau Pipeline Services LLP,Pumping station servicing and maintenance 2025,-9039554.71,USD
TXN-9738-0008,2025-07-04,ACC-9738,Cedarville Power Co LLP,"Radio ad campaign schedule — Taraz site, H1 2025",-5711507.57,EUR
TXN-B5-0002,2025-07-04,ACC-7205,Bridgeport Office Supplies Company,"Directors and officers insurance — Ekibastuz block B, June",-6822802.44,USD
TXN-X2-0012,2025-07-04,ACC-7831,Hartley Power Associates (Shymkent depot),Natural gas utility — September,-9201597.22,USD
TXN-9576-0022,2025-07-05,ACC-9576,Ashford Supply Group (Pavlodar block),"Bi-weekly payroll run — Taraz site, Q3",-2102976.50,USD
TXN-9651-0022,2025-07-05,ACC-9651,Juniper Facilities Group LLP (Semey base),Natural gas utility — Turkistan point,-5774406.48,USD
TXN-9775-0034,2025-07-05,ACC-9775,Glenwood Payroll Inc Company (Kostanay centre),"Office rent — Kyzylorda station, instalment 2",-177295.72,USD
TXN-J3-0013,2025-07-05,ACC-7603,Glenwood Security Partners,Corporate income tax instalment — Uralsk annex,-940578.13,USD
TXN-J4-0032,2025-07-05,ACC-7604,Juniper Tax Advisory LLC Group,Digital media buy — search — Kostanay centre,-4852160.21,USD
TXN-X1-0082,2025-07-05,ACC-7830,Cedarville Courier Holdings Service Centre,"Municipal water charge — Oskemen unit, January 2026",-24343953.18,USD
TXN-9240-0046,2025-07-06,ACC-9240,Ashford Water Works Group Holding (Atyrau terminal),Warehouse contents insurance — instalment 1,-244114.88,USD
TXN-9521-0049,2025-07-06,ACC-9521,Ironwood Insurance LLC (Zhezkazgan compound),Workers comp insurance — Uralsk annex,-23491894.75,EUR
TXN-9565-0028,2025-07-06,ACC-9565,Cedarville Leasing (Kostanay centre),Depot yard rent — Uralsk annex 2026,-455591.88,USD
TXN-9816-0018,2025-07-06,ACC-9816,Juniper Cleaning (Taraz site),"Electricity for site lighting — Shymkent depot, January",-3617813.85,USD
TXN-F1-0021,2025-07-06,ACC-7301,Cedarville Maintenance Associates Supply,Rent for archive premises — August,-12499830.03,USD
TXN-G1-0033,2025-07-06,ACC-7401,Hartley Supply (Uralsk annex),Marketing agency credit note — Semey base,153214.44,USD
TXN-B5-0042,2025-07-07,ACC-7205,Hartley Property Solutions,"Payroll for administrative staff — Kostanay centre, June",-2970147.56,USD
TXN-H3-0008,2025-07-07,ACC-7503,Eastgate Courier Partners (Oskemen unit),"Marketing translation and localisation — Aktobe hub, H2",-2036278.96,USD
TXN-X1-0086,2025-07-07,ACC-7830,Ironwood Office Supplies Group (Ekibastuz block B),Interest income on treasury bills — final call,1571427.03,EUR
TXN-9085-0043,2025-07-08,ACC-9085,Dunmore Water Works Co,"Land lease — Shymkent depot, December",-1146750.71,USD
TXN-9438-0008,2025-07-08,ACC-9438,Hartley Water Works (Shymkent depot),"Land tax instalment — Almaty office, May",-769269.32,USD
TXN-9490-0021,2025-07-08,ACC-9490,Ironwood Insurance LLC LLP (Uralsk annex),Credit facility interest — Zhezkazgan compound 2025,-6123237.17,EUR
TXN-9595-0007,2025-07-08,ACC-9595,Kingsley Building Services Group Ltd,Trade press marketing insertion — Kyzylorda station 2025,-1328031.58,USD
TXN-9715-0038,2025-07-08,ACC-9715,Hartley Janitorial Corp (Aktobe hub),Telecom services — Q2,-1570766.43,USD
TXN-9881-0034,2025-07-08,ACC-9881,Dunmore Security Solutions Works,Telecom mobile fleet plan — Taraz site,-976043.26,USD
TXN-9909-0004,2025-07-08,ACC-9909,Dunmore Supply Co,Tax penalty settlement charge — Aktobe hub,-1002350.68,USD
TXN-F1-0063,2025-07-08,ACC-7301,Irtysh Capital LLP,Management retainer fee,-291228.21,USD
TXN-H1-0022,2025-07-08,ACC-7501,Bridgeport Uniforms Trust Ltd,Cold store lease — Uralsk annex 2026,-7998708.80,USD
TXN-H2-0045,2025-07-08,ACC-7502,Kostanay Investment Holding LLP,Intercompany distribution settlement,-487220.16,USD
TXN-H3-0021,2025-07-08,ACC-7503,Eastgate Catering Services (Uralsk annex),"Marketing co-operative funding received — Turkistan point, Q2 2026",4936482.64,USD
TXN-J2-0029,2025-07-08,ACC-7602,Juniper Logistics Solutions (Kostanay centre),"Vehicle tax payment — Karaganda yard, June 2025",-11177195.17,USD
TXN-X1-0037,2025-07-08,ACC-7830,Kostanay Silo Services LLP,Engineering advisory on silo automation programme,-1286431.94,USD
TXN-X1-0062,2025-07-08,ACC-7830,Bridgeport Waste Systems Ltd (Zhezkazgan compound),"Interest credited on current account — Uralsk annex, July 2026",3821371.17,USD
TXN-X2-0055,2025-07-08,ACC-7831,Hartley Uniforms LP (Kostanay centre),"Rent free period credit — Oskemen unit, April",910744.58,EUR
TXN-9412-0005,2025-07-09,ACC-9412,Dunmore Telecom Partners JSC,Payroll agency rebate — May 2025,1092559.60,USD
TXN-9440-0016,2025-07-09,ACC-9440,Glenwood Facilities Holdings Holding,Product launch ad campaign — Kostanay centre 2025,-1211154.76,EUR
TXN-9762-0028,2025-07-09,ACC-9762,Glenwood Telecom Corp Supply (Karaganda yard),Payroll for night shift — March,-289672.50,USD
TXN-H3-0041,2025-07-09,ACC-7503,Juniper Payroll Associates Group (Almaty office),"Franchise tax filing — Uralsk annex, period 04",-6842537.81,USD
TXN-H4-0031,2025-07-09,ACC-7504,Ashford Water Works Group (Shymkent depot),"Interest income on treasury bills — Aktobe hub, H1 2024",2775089.35,USD
TXN-J3-0020,2025-07-09,ACC-7603,Harborview Properties (Aktobe hub),Capitalised interest charge — instalment 2 2026,-577529.19,USD
TXN-9055-0045,2025-07-10,ACC-9055,Glenwood Logistics (Pavlodar block),"Marine cargo insurance premium — Astana branch, period 03",-13502530.61,USD
TXN-9508-0020,2025-07-10,ACC-9508,Foxridge Supply Inc Enterprise,Lease incentive received — instalment 3,3154938.05,USD
TXN-9553-0013,2025-07-10,ACC-9553,Dunmore Office Supplies Trust Partners,Default interest charge — Uralsk annex 2026,-1029422.76,USD
TXN-9601-0007,2025-07-10,ACC-9601,Dunmore Printing Partners,Electricity for site lighting — Q1 2026,-112971683.15,USD
TXN-9927-0015,2025-07-10,ACC-9927,Glenwood Insurance Ltd (Turkistan point),"Interest on senior notes — Taraz site, May",-510709.78,USD
TXN-J4-0048,2025-07-10,ACC-7604,Hartley Security Group,"Electricity bill — Taraz site, June",-10232150.74,USD
TXN-J4-0064,2025-07-10,ACC-7604,Blue Ridge Payroll Services Group (Aktobe hub),Motor third-party insurance — Karaganda yard,-681381.01,USD
TXN-J5-0032,2025-07-10,ACC-7605,Juniper Office Supplies LP (Astana branch),Franchise tax filing — period 04,-8133911.73,USD
TXN-X3-0088,2025-07-10,ACC-7832,Glenwood Uniforms Group (Pavlodar block),Compressed air utility charge — Pavlodar block,-2368096.33,USD
TXN-9606-0025,2025-07-11,ACC-9606,Cedarville Waste Systems Inc (Atyrau terminal),Bi-weekly payroll run — Taraz site,-237424.48,USD
TXN-J5-0011,2025-07-11,ACC-7605,Karaganda Plant Services LLP,Concentrator servicing and maintenance 2025,-6742807.62,USD
TXN-9003-0023,2025-07-12,ACC-9003,Dunmore Utility Inc Service Centre,Unearned insurance premium return — Ekibastuz block B,232721.39,USD
TXN-9237-0010,2025-07-12,ACC-9237,Glenwood Consulting Inc,Accrued interest payment — Semey base,-605439.21,EUR
TXN-9071-0049,2025-07-13,ACC-9071,Foxridge Insurance Co Holding (Taraz site),Unearned insurance premium return — Zhezkazgan compound,6280093.63,USD
TXN-B3-0007,2025-07-13,ACC-7203,Cedarville Leasing,"Container yard lease — Kyzylorda station, November 2025",-4568024.07,USD
TXN-F1-0012,2025-07-13,ACC-7301,Juniper Building Services Partners LLP,Utility rebate received — Karaganda yard 2026,1149837.28,USD
TXN-J3-0026,2025-07-13,ACC-7603,Cedarville Waste Systems Inc Partners (Karaganda yard),Payroll accrual reversal — Astana branch,7706893.78,USD
TXN-J4-0083,2025-07-13,ACC-7604,Juniper Office Supplies LP Supply,"District heating utility charge — Atyrau terminal, August",-4330452.33,USD
TXN-J6-0037,2025-07-13,ACC-7606,Dunmore Realty (Aktobe hub),Utility deposit returned 2024,8801918.98,USD
TXN-S3-0021,2025-07-13,ACC-7003,Bridgeport Stationery Co Company,Social tax remittance — July,-13487097.15,USD
TXN-X1-0057,2025-07-13,ACC-7830,Ironwood Catering Corp (Kostanay centre),Customs duty and tax payment — final call,-528159.31,USD
TXN-9095-0012,2025-07-14,ACC-9095,Eastgate Tax Advisory LP Group,Environmental liability insurance — May,-3498100.89,USD
TXN-9440-0043,2025-07-14,ACC-9440,Hartley Water Works LLP (Uralsk annex),"Plant and boiler insurance premium — Turkistan point, August 2026",-24134157.72,USD
TXN-9733-0047,2025-07-14,ACC-9733,Bridgeport Realty Inc (Semey base),Media buy rate adjustment credit — period 03,3257439.10,EUR
TXN-9945-0041,2025-07-14,ACC-9945,Kingsley Office Supplies Corp Trading House (Karaganda yard),"Telecom service credit received — Astana branch, instalment 2",10614738.58,USD
TXN-B5-0018,2025-07-14,ACC-7205,Ashford Payroll Partners (Pavlodar block),"Radio ad campaign schedule — Almaty office, April",-9811689.52,USD
TXN-F1-0024,2025-07-14,ACC-7301,Vanguard Payroll Co,Industry exhibition stand marketing — instalment 2 2025,-485411.99,USD
TXN-F3-0022,2025-07-14,ACC-7303,Cedarville Uniforms Solutions (Atyrau terminal),Sponsorship marketing of regional sports club — Kostanay centre 2025,-1160962.84,USD
TXN-G2-0035,2025-07-14,ACC-7402,Dunmore Telecom Partners (Semey base),"Rent for regional office — Semey base, instalment 3",-591393.23,USD
TXN-H1-0028,2025-07-14,ACC-7501,Dunmore Building Services (Oskemen unit),Motor third-party insurance — instalment 3 2024,-25325250.80,USD
TXN-H4-0023,2025-07-14,ACC-7504,Juniper Power Solutions,Marketing research panel subscription — Kostanay centre,-491005.18,USD
TXN-H5-0012,2025-07-14,ACC-7505,Hartley Office Supplies Partners (Atyrau terminal),"Payroll for night shift — Uralsk annex, September",-1721435.94,USD
TXN-X2-0038,2025-07-14,ACC-7831,Aktobe Capital Advisers LLP,Management advisory retainer,-812443.19,USD
TXN-X2-0059,2025-07-14,ACC-7831,Oakmont Property Management (Ekibastuz block B),Broadband telecom invoice — Ekibastuz block B,-151505.61,USD
TXN-9444-0019,2025-07-15,ACC-9444,Dunmore Water Works Co (Pavlodar block),"Tax assessment reversal — Pavlodar block, February 2025",770841.14,USD
TXN-9791-0021,2025-07-15,ACC-9791,Bridgeport Catering Trust,Telecom mobile fleet plan 2025,-1256157.40,USD
TXN-F3-0017,2025-07-15,ACC-7303,Cedarville Janitorial Holdings,"Printed marketing collateral run — Almaty office, H1",-4844249.48,USD
TXN-H1-0039,2025-07-15,ACC-7501,Halyk Bank of Kazakhstan JSC,Loan interest payment 2025,-1503442.18,USD
TXN-H3-0027,2025-07-15,ACC-7503,Ashford Leasing Inc Service Centre (Semey base),Social tax remittance — Kostanay centre,-1094442.21,USD
TXN-H4-0008,2025-07-15,ACC-7504,Ironwood Cleaning LLC Holding,"Utility rebate received — Uralsk annex, Q3",296847.87,USD
TXN-H5-0060,2025-07-15,ACC-7505,Eastgate Facilities Trust LLP,Interest rebate on early repayment — Aktobe hub 2025,3133844.14,USD
TXN-J3-0028,2025-07-15,ACC-7603,Shymkent Mill Services LLP,Mill servicing and maintenance costs 2025,-6399342.83,USD
TXN-J5-0053,2025-07-15,ACC-7605,Eastgate Courier Partners Group (Almaty office),"Electricity for pumping station — Kostanay centre, July",-7477390.58,USD
TXN-KC-REV-14,2025-07-15,TELE-4471,Retail Subscriber Billing Bureau,Postpaid subscription revenue Q2 2025,172904849.55,USD
TXN-S2-0054,2025-07-15,ACC-7002,Cedarville Water Works Corp (Semey base),VAT instalment — Taraz site 2026,-864928.83,USD
TXN-9218-0003,2025-07-16,ACC-9218,Ashford Courier Trust (Taraz site),Social tax remittance — July,-333890.15,USD
TXN-9434-0008,2025-07-16,ACC-9434,Glenwood Leasing Holdings Supply,Payroll agency rebate 2026,1051631.54,USD
TXN-9455-0044,2025-07-16,ACC-9455,Ashford Power LP (Zhezkazgan compound),"District heating utility charge — Atyrau terminal, August",-2710603.17,USD
TXN-9984-0003,2025-07-16,ACC-9984,Bridgeport Insurance Partners (Turkistan point),"Marketing co-operative funding received — Ekibastuz block B, period 04",903729.56,USD
TXN-B5-0050,2025-07-16,ACC-7205,Juniper Logistics Solutions (Ekibastuz block B),Payroll tranche for field crew — November,-7225019.40,USD
TXN-H1-0020,2025-07-16,ACC-7501,Juniper Water Works Trust (Pavlodar block),"Telecom service credit received — Aktobe hub, Q4",5423146.78,USD
TXN-9981-0004,2025-07-17,ACC-9981,Cedarville Property Inc,Payroll accrual reversal — February,524175.34,USD
TXN-J2-0034,2025-07-17,ACC-7602,Foxridge Property Associates,"Use tax payment — Almaty office, September",-6332735.29,USD
TXN-J5-0010,2025-07-17,ACC-7605,Eastgate Building Services Associates (Taraz site),Tax assessment reversal — August,19386024.50,USD
TXN-9422-0017,2025-07-18,ACC-9422,Hartley Courier Corp LLP,Parking garage lease — Kostanay centre 2026,-4990275.07,USD
TXN-9462-0033,2025-07-18,ACC-9462,Bridgeport Landscaping Services (Semey base),Marketing overbilling refund — Aktobe hub,344126.96,USD
TXN-9874-0020,2025-07-18,ACC-9874,Juniper Property Services Works (Zhezkazgan compound),"Excise tax payment — Zhezkazgan compound, period 02",-8911467.12,USD
TXN-KC-CON-46,2025-07-18,TELE-4471,Bridgeport Leasing LLC (Shymkent depot),Waste water charge — period 02 2024,-873140.09,USD
TXN-S3-0040,2025-07-18,ACC-7003,Ashford Cleaning Services LLP (Almaty office),"Excise tax remittance — Kostanay centre, January 2025",-3048523.17,USD
TXN-X1-0015,2025-07-18,ACC-7830,Dunmore Landscaping Group (Semey base),Electricity overbilling refund — period 01 2025,4356378.39,USD
TXN-9900-0033,2025-07-19,ACC-9900,Bridgeport Stationery Co Works (Atyrau terminal),VAT instalment 2024,-1374768.61,USD
TXN-F2-0005,2025-07-19,ACC-7302,Bridgeport Payroll Group (Aktobe hub),District heating utility charge — December,-16800760.16,USD
TXN-X1-0079,2025-07-19,ACC-7830,Juniper Landscaping LLC (Kyzylorda station),"Office rent — Almaty office, period 01 2026",-5715295.42,USD
TXN-9755-0014,2025-07-20,ACC-9755,Hartley Janitorial Corp (Taraz site),Municipal water charge — June,-5946730.95,USD
TXN-H3-0009,2025-07-20,ACC-7503,Halyk Bank of Kazakhstan JSC,Loan interest payment 2025,-1352006.94,USD
TXN-J2-0038,2025-07-20,ACC-7602,Halyk Bank of Kazakhstan JSC,Loan interest payment 2025,-1867282.46,USD
TXN-X2-0082,2025-07-20,ACC-7831,Ashford Janitorial Trust JSC,Marketing agency credit note — January,22834282.31,USD
TXN-9114-0022,2025-07-21,ACC-9114,Foxridge Stationery (Almaty office),Auto fleet insurance — Uralsk annex,-262848.48,USD
TXN-9145-0003,2025-07-21,ACC-9145,Eastgate Printing Group (Kyzylorda station),Rent overpayment refunded — Uralsk annex 2024,1408893.84,USD
TXN-9324-0040,2025-07-21,ACC-9324,Foxridge Catering Partners Holding,"Business interruption insurance — Uralsk annex, August",-2144977.01,USD
TXN-9738-0006,2025-07-21,ACC-9738,Hartley Catering LP (Uralsk annex),"Depot yard rent — Kyzylorda station, May",-10940346.73,USD
TXN-9949-0039,2025-07-21,ACC-9949,Hartley Realty Holdings (Zhezkazgan compound),Insurance claim reimbursement — Ekibastuz block B,229522.71,USD
TXN-S1-0054,2025-07-21,ACC-7001,Juniper Facilities Group Company (Pavlodar block),Marketing agency creative fees,-16062788.25,USD
TXN-X2-0081,2025-07-21,ACC-7831,Sterling Office Solutions LLP,"Insurance claim reimbursement — Atyrau terminal, instalment 3",6745245.60,USD
TXN-9198-0023,2025-07-22,ACC-9198,Harborview Properties (Oskemen unit),Interest on subordinated notes — Taraz site,-1839873.78,USD
TXN-9594-0016,2025-07-22,ACC-9594,Eastgate Building Services Associates (Shymkent depot),"Construction all-risk insurance — Shymkent depot, Q3 2024",-4402572.05,USD
TXN-F2-0041,2025-07-22,ACC-7302,Cedarville Logistics Co,Broadband telecom invoice — Almaty office,-10078415.43,USD
TXN-G1-0042,2025-07-22,ACC-7401,Foxridge Catering Partners Group,District heating utility charge — period 02,-2620340.93,USD
TXN-H1-0045,2025-07-22,ACC-7501,Eastgate Tax Advisory LP (Taraz site),Monthly payroll disbursement — November 2026,-3982466.91,USD
TXN-J1-0026,2025-07-22,ACC-7601,Ironwood Courier Co (Almaty office),Marine cargo insurance premium — July,-37909845.85,USD
TXN-J3-0004,2025-07-22,ACC-7603,Foxridge Payroll Ltd (Karaganda yard),"Use tax payment — Aktobe hub, Q1",-2448623.95,USD
TXN-X3-0070,2025-07-22,ACC-7832,Hartley Consulting LLC (Almaty office),Use tax payment — Turkistan point,-12091260.67,USD
TXN-9358-0021,2025-07-23,ACC-9358,Hartley Landscaping Ltd (Almaty office),"Cyber insurance premium — Shymkent depot, September 2024",-13118001.21,USD
TXN-9598-0050,2025-07-23,ACC-9598,Glenwood Courier LP (Pavlodar block),Rooftop lease — final call,-9562508.56,USD
TXN-9652-0035,2025-07-23,ACC-9652,Eastgate Facilities Trust (Kyzylorda station),Liability insurance — August,-19744131.51,USD
TXN-X3-0034,2025-07-23,ACC-7832,Ereymentau Capital Partners LLP,Management advisory retainer,-918447.23,USD
TXN-9486-0034,2025-07-24,ACC-9486,Crown City Water Board,Insurance broker rebate — December 2026,32892065.59,USD
